@RELATION ssl_data

@ATTRIBUTE turbid REAL
@ATTRIBUTE lat REAL
@ATTRIBUTE long REAL
@ATTRIBUTE patv_1 REAL
@ATTRIBUTE patv_2 REAL
@ATTRIBUTE patv_3 REAL
@ATTRIBUTE patv_4 REAL
@ATTRIBUTE patv_5 REAL
@ATTRIBUTE patv_6 REAL
@ATTRIBUTE patv_7 REAL
@ATTRIBUTE patv_8 REAL
@ATTRIBUTE patv_9 REAL
@ATTRIBUTE patv_10 REAL
@ATTRIBUTE patv_11 REAL
@ATTRIBUTE patv_12 REAL
@ATTRIBUTE date_ts REAL
@ATTRIBUTE hour REAL
@ATTRIBUTE minute REAL
@ATTRIBUTE dayofweek REAL
@ATTRIBUTE patv_target_1 REAL

@DATA
9.0,3359.9419,10696.54549,1172.73,1171.58,1236.44,1354.34,1348.08,1373.16,1511.05,1518.8,1519.19,1519.68,1519.69,1519.75,1659329400.0,4.0,50.0,0.0,1019.37
10.0,3361.2616,11171.77916,230.22,221.22,210.09,219.06,271.32,297.92,361.39,289.8,231.65,241.71,264.65,187.9,1659463800.0,18.0,10.0,1.0,216.34
2.0,3351.0017,6416.64673,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659005400.0,10.0,50.0,3.0,-0.3
8.0,3360.2992,9265.21442,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,3.17,41.9,56.57,28.96,47.78,79.08,1659381000.0,19.0,10.0,0.0,-0.3
5.0,3355.342,7841.20175,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659282000.0,15.0,40.0,6.0,-0.3
1.0,3349.8515,5939.23193,1517.17,1518.36,1518.64,1518.72,1518.33,1517.9,1517.95,1517.47,1518.42,1518.65,1518.38,1518.07,1658825400.0,8.0,50.0,1.0,1517.41
5.0,3355.342,7841.20175,603.26,654.46,619.33,730.3,879.79,785.79,278.04,-0.3,-0.3,-0.3,213.5,603.04,1658943000.0,17.0,30.0,2.0,476.5
2.0,3351.0017,6416.64673,611.9,652.73,524.43,524.63,474.9,469.18,450.33,370.95,344.19,262.03,233.13,267.18,1659581400.0,2.0,50.0,3.0,609.85
10.0,3361.2616,11171.77916,431.53,531.71,536.14,466.67,447.23,362.11,257.67,192.78,159.48,56.84,-0.3,-0.3,1659989400.0,20.0,10.0,0.0,441.45
6.0,3329.4284,8340.79769,1520.05,1518.73,1519.02,1519.21,1519.06,1519.31,1519.13,1519.4,1341.33,1125.01,1043.3,1057.34,1658757000.0,13.0,50.0,0.0,1518.82
5.0,3355.342,7841.20175,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659359400.0,13.0,10.0,0.0,-0.3
5.0,3355.342,7841.20175,-1.43,40.87,82.73,59.59,63.31,5.58,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659388800.0,21.0,20.0,0.0,-0.3
6.0,3329.4284,8340.79769,138.1,109.8,110.29,117.95,155.05,264.46,317.09,317.32,313.39,232.04,176.73,195.37,1659958200.0,11.0,30.0,0.0,125.23
3.0,3314.7797,6892.18395,227.59,225.77,242.56,301.46,268.49,224.11,210.37,202.83,-0.3,-0.3,-0.3,-0.3,1659816000.0,20.0,0.0,5.0,220.61
4.0,3352.094,7366.14203,1322.15,1128.56,1167.78,1043.0,813.4,644.7,876.41,696.01,708.67,828.2,698.19,723.42,1659669000.0,3.0,10.0,4.0,1270.84
10.0,3361.2616,11171.77916,244.65,333.06,581.5,732.63,815.61,513.96,703.47,587.61,610.57,383.29,60.08,159.97,1658937600.0,16.0,0.0,2.0,224.36
5.0,3355.342,7841.20175,597.9,386.39,385.64,385.61,385.54,385.56,385.33,385.43,385.27,385.06,385.22,385.35,1658769000.0,17.0,10.0,0.0,418.54
7.0,3360.5473,8816.23834,27.8,5.63,25.23,30.01,9.74,18.36,31.81,37.08,82.63,91.44,-0.3,-0.3,1658918400.0,10.0,40.0,2.0,29.18
5.0,3355.342,7841.20175,1260.78,1260.58,1105.2,852.71,785.86,714.24,829.69,895.61,774.87,767.03,866.21,1000.01,1659667800.0,2.0,50.0,4.0,1095.12
5.0,3355.342,7841.20175,592.26,536.74,531.2,579.1,685.06,791.1,813.79,807.93,678.72,620.91,685.33,698.92,1659759600.0,4.0,20.0,5.0,718.73
10.0,3361.2616,11171.77916,1175.83,1093.51,1230.85,1034.81,893.56,966.7,1207.9,1198.99,1308.05,1283.5,1301.65,1272.07,1659099600.0,13.0,0.0,4.0,1134.6
2.0,3351.0017,6416.64673,646.02,768.44,674.52,733.63,670.73,473.23,558.36,358.7,295.23,625.45,13.09,450.36,1658935800.0,15.0,30.0,2.0,615.69
8.0,3360.2992,9265.21442,1070.98,985.8,716.73,321.59,121.21,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659600600.0,8.0,10.0,3.0,1048.5
1.0,3349.8515,5939.23193,1128.98,994.66,1037.24,1258.22,1347.78,1330.4,1386.31,1345.21,1255.29,1119.35,1103.62,1155.95,1659090600.0,10.0,30.0,4.0,1173.4
4.0,3352.094,7366.14203,721.01,774.44,742.39,684.3,594.33,591.95,556.14,551.83,472.32,381.99,344.15,429.95,1659475200.0,21.0,20.0,1.0,631.62
9.0,3359.9419,10696.54549,1519.66,1519.67,1520.0,1516.05,1519.75,1519.87,1519.81,1519.82,1519.86,1519.82,1519.78,1519.81,1658722200.0,4.0,10.0,0.0,1519.56
3.0,3314.7797,6892.18395,1519.83,1519.46,1519.35,1519.54,1519.59,1519.79,1520.01,1519.71,1481.94,1327.75,1321.75,1178.47,1658727600.0,5.0,40.0,0.0,1519.45
10.0,3361.2616,11171.77916,513.39,508.59,534.89,420.24,317.73,259.43,220.08,192.04,167.73,170.24,169.66,116.02,1659421800.0,6.0,30.0,1.0,574.2
6.0,3329.4284,8340.79769,844.9,345.86,-0.3,-0.3,-0.3,347.24,559.68,709.14,509.15,602.14,671.98,797.67,1658940000.0,16.0,40.0,2.0,1024.83
3.0,3314.7797,6892.18395,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659264000.0,10.0,40.0,6.0,-0.3
4.0,3352.094,7366.14203,872.6,917.08,932.74,866.47,784.52,899.94,939.25,852.24,662.69,538.88,423.29,447.41,1659511800.0,7.0,30.0,2.0,711.62
7.0,3360.5473,8816.23834,872.17,917.34,990.31,1085.98,1155.16,1019.21,1055.91,1157.5,1105.76,954.26,989.91,1007.36,1659742800.0,23.0,40.0,4.0,830.34
10.0,3361.2616,11171.77916,532.33,565.79,547.85,488.82,415.61,381.66,392.53,434.26,448.75,439.31,416.87,441.45,1659996600.0,22.0,10.0,0.0,480.18
10.0,3361.2616,11171.77916,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659272400.0,13.0,0.0,6.0,-0.3
10.0,3361.2616,11171.77916,-0.3,-0.3,-0.3,435.96,782.71,924.48,892.3,817.94,780.47,671.15,658.17,569.85,1658664000.0,12.0,0.0,6.0,334.41
8.0,3360.2992,9265.21442,1058.88,1272.42,1179.83,1081.39,759.47,888.5,727.03,593.49,742.98,770.34,875.13,1008.66,1659153600.0,4.0,0.0,5.0,1205.38
3.0,3314.7797,6892.18395,369.54,367.36,363.72,366.24,357.92,371.58,384.96,411.49,382.57,254.1,224.41,224.43,1658641200.0,5.0,40.0,6.0,345.94
1.0,3349.8515,5939.23193,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1658980800.0,4.0,0.0,3.0,-0.3
8.0,3360.2992,9265.21442,766.16,824.66,847.86,826.77,840.21,943.17,877.2,845.28,845.62,840.75,819.23,803.03,1659751800.0,2.0,10.0,5.0,713.6
7.0,3360.5473,8816.23834,141.41,75.16,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659059400.0,1.0,50.0,4.0,141.97
3.0,3314.7797,6892.18395,847.49,915.18,825.3,519.61,520.49,434.47,395.62,369.37,403.65,488.65,563.21,626.5,1659528600.0,12.0,10.0,2.0,769.77
4.0,3352.094,7366.14203,1519.36,1363.12,1302.6,1512.44,1519.58,1519.71,1519.7,1519.73,1519.24,1519.91,1109.15,1498.95,1659133800.0,22.0,30.0,4.0,1519.84
5.0,3355.342,7841.20175,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.32,-0.49,10.9,53.29,1659355800.0,12.0,10.0,0.0,-0.3
8.0,3360.2992,9265.21442,480.15,365.19,289.12,230.29,204.0,184.48,169.77,166.54,148.58,152.59,246.86,335.9,1659420000.0,6.0,0.0,1.0,583.45
9.0,3359.9419,10696.54549,98.3,142.58,102.83,88.97,102.55,117.45,63.11,26.49,36.58,76.45,35.15,-0.3,1659225000.0,23.0,50.0,5.0,103.77
3.0,3314.7797,6892.18395,309.7,305.34,350.29,402.45,361.88,378.22,382.52,331.78,406.73,474.91,581.26,601.88,1659630600.0,16.0,30.0,3.0,293.69
3.0,3314.7797,6892.18395,1300.39,1113.27,1060.72,1002.77,1012.79,1111.61,817.32,819.94,1071.36,1006.88,974.01,1158.0,1659124200.0,19.0,50.0,4.0,1473.37
5.0,3355.342,7841.20175,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.32,-4.37,2.13,11.93,34.25,1658999400.0,9.0,10.0,3.0,-0.3
8.0,3360.2992,9265.21442,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659876000.0,12.0,40.0,6.0,-0.3
6.0,3329.4284,8340.79769,697.14,740.17,504.71,710.35,606.09,594.44,549.94,531.92,569.38,668.89,745.21,769.44,1659762600.0,5.0,10.0,5.0,606.87
6.0,3329.4284,8340.79769,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1658967000.0,0.0,10.0,3.0,-0.3
6.0,3329.4284,8340.79769,617.67,599.1,666.22,773.41,908.7,724.55,669.1,563.28,651.78,605.74,521.59,364.68,1659522600.0,10.0,30.0,2.0,627.18
4.0,3352.094,7366.14203,1043.0,813.4,644.7,876.41,696.01,708.67,828.2,698.19,723.42,822.1,923.01,925.19,1659667200.0,2.0,40.0,4.0,1167.78
4.0,3352.094,7366.14203,1157.74,1192.52,1236.92,1156.48,1151.07,1178.34,1108.42,1096.5,1077.11,1096.07,1191.8,1145.95,1658803800.0,2.0,50.0,1.0,1154.64
4.0,3352.094,7366.14203,504.01,395.1,460.27,455.28,434.17,419.16,431.68,370.1,358.59,203.99,107.76,6.16,1659195600.0,15.0,40.0,5.0,523.79
8.0,3360.2992,9265.21442,1518.03,1518.56,1519.04,1518.43,1519.23,1518.68,1517.49,1518.47,1518.49,1518.6,1518.79,1517.45,1658823600.0,8.0,20.0,1.0,1518.94
8.0,3360.2992,9265.21442,313.39,333.7,398.91,505.1,638.87,743.63,741.88,839.94,748.75,676.16,631.9,655.54,1659589200.0,5.0,0.0,3.0,250.55
8.0,3360.2992,9265.21442,323.67,314.14,323.07,277.36,294.49,297.48,383.23,399.37,427.8,514.59,516.17,560.72,1659447600.0,13.0,40.0,1.0,283.95
3.0,3314.7797,6892.18395,1515.49,1517.25,1518.62,1518.92,1518.93,1518.65,1519.35,1518.87,1474.0,1431.18,1312.14,1435.32,1658758800.0,14.0,20.0,0.0,1509.31
1.0,3349.8515,5939.23193,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,6.86,57.87,99.32,1659182400.0,12.0,0.0,5.0,-0.3
7.0,3360.5473,8816.23834,265.74,240.05,260.11,320.48,280.6,299.96,315.26,233.51,268.97,308.36,340.2,348.81,1659450000.0,14.0,20.0,1.0,213.01
8.0,3360.2992,9265.21442,1478.57,1506.16,1503.52,1511.93,1464.94,1485.45,1504.69,1519.98,1518.78,1361.69,1475.11,1517.35,1658768400.0,17.0,0.0,0.0,1476.23
2.0,3351.0017,6416.64673,1005.55,1064.2,919.17,829.62,762.18,688.24,629.66,562.3,498.27,436.33,362.24,369.62,1659653400.0,22.0,50.0,3.0,1134.98
1.0,3349.8515,5939.23193,-0.3,-0.3,-0.3,-0.32,-0.35,21.17,54.8,25.23,-0.3,-0.3,-0.3,-0.3,1659252600.0,7.0,30.0,6.0,-0.3
7.0,3360.5473,8816.23834,208.17,200.38,185.56,174.07,212.34,192.07,216.31,225.31,202.13,172.75,272.84,223.33,1659892200.0,17.0,10.0,6.0,222.31
10.0,3361.2616,11171.77916,775.74,704.62,488.47,392.79,347.72,251.53,224.7,252.54,269.53,260.05,278.2,241.22,1659069600.0,4.0,40.0,4.0,759.17
4.0,3352.094,7366.14203,429.03,418.47,473.77,469.08,449.77,356.99,407.59,500.29,415.2,375.35,354.73,211.73,1658865600.0,20.0,0.0,1.0,473.84
7.0,3360.5473,8816.23834,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659282600.0,15.0,50.0,6.0,-0.3
6.0,3329.4284,8340.79769,545.76,470.45,567.3,483.33,503.8,414.72,417.02,359.47,751.56,1096.01,1279.61,1401.25,1659674400.0,4.0,40.0,4.0,1052.61
7.0,3360.5473,8816.23834,1517.98,1518.81,1518.82,1518.56,1518.89,1518.98,1519.02,1518.19,1519.06,1518.62,1518.0,1519.07,1658798400.0,1.0,20.0,1.0,1518.31
2.0,3351.0017,6416.64673,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.32,-0.3,-0.3,-0.3,-0.3,1659934800.0,5.0,0.0,0.0,-0.3
2.0,3351.0017,6416.64673,175.56,258.91,309.72,368.49,368.49,359.78,303.31,344.14,332.91,321.23,322.26,294.2,1658623200.0,0.0,40.0,6.0,162.23
5.0,3355.342,7841.20175,1509.37,1510.94,1519.35,1519.59,1519.32,1519.78,1519.63,1519.45,1519.62,1519.58,1519.89,1519.61,1659137400.0,23.0,30.0,4.0,1512.44
6.0,3329.4284,8340.79769,295.89,252.93,210.53,274.36,265.29,323.97,276.01,396.87,354.88,475.38,452.8,528.69,1659204000.0,18.0,0.0,5.0,248.08
3.0,3314.7797,6892.18395,-0.3,-0.3,-0.3,-2.42,56.6,67.57,55.14,36.27,-0.3,-0.3,-0.3,-0.3,1659389400.0,21.0,30.0,0.0,-0.3
8.0,3360.2992,9265.21442,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659186000.0,13.0,0.0,5.0,-0.3
9.0,3359.9419,10696.54549,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659292200.0,18.0,30.0,6.0,-0.3
5.0,3355.342,7841.20175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1658983800.0,4.0,50.0,3.0,0.0
2.0,3351.0017,6416.64673,159.31,197.23,234.24,173.85,215.26,255.22,230.38,209.06,210.84,243.38,181.7,125.35,1659905400.0,20.0,50.0,6.0,84.02
2.0,3351.0017,6416.64673,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659043200.0,21.0,20.0,3.0,-0.3
5.0,3355.342,7841.20175,385.64,613.43,385.63,385.21,418.54,597.9,386.39,385.64,385.61,385.54,385.56,385.33,1658772000.0,18.0,0.0,0.0,385.52
9.0,3359.9419,10696.54549,1173.56,1190.13,1139.17,988.75,1072.5,1204.65,1292.19,1221.64,1285.31,1381.01,1299.76,1364.55,1659099000.0,12.0,50.0,4.0,1120.01
1.0,3349.8515,5939.23193,35.45,3.87,17.49,40.88,18.8,24.64,102.0,146.21,162.38,164.54,132.25,46.35,1659913200.0,23.0,0.0,6.0,58.24
5.0,3355.342,7841.20175,936.05,1005.14,991.38,1065.0,1073.49,1190.31,1188.81,1180.26,1200.22,1110.12,1123.27,1207.9,1659611400.0,11.0,10.0,3.0,898.29
1.0,3349.8515,5939.23193,1519.76,1519.72,1519.45,1519.56,1519.65,1519.7,1519.79,1519.78,1519.59,1519.3,1519.47,1519.87,1658732400.0,7.0,0.0,0.0,1519.67
7.0,3360.5473,8816.23834,1209.25,1257.02,1166.31,960.8,941.0,907.61,926.71,857.63,854.91,819.76,713.72,727.47,1659113400.0,16.0,50.0,4.0,1265.16
3.0,3314.7797,6892.18395,217.89,260.75,286.81,286.91,314.46,352.68,381.9,308.91,319.33,256.14,215.55,225.86,1659790800.0,13.0,0.0,5.0,275.74
4.0,3352.094,7366.14203,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659979200.0,17.0,20.0,0.0,-0.3
5.0,3355.342,7841.20175,-0.3,-0.3,-0.3,-0.3,-0.3,-0.31,-0.33,-0.32,-0.31,-0.3,-0.3,-0.3,1658917200.0,10.0,20.0,2.0,-0.3
6.0,3329.4284,8340.79769,3.99,10.79,42.82,61.56,69.48,60.97,39.03,27.36,21.48,41.76,-0.3,-0.32,1659862200.0,8.0,50.0,6.0,-3.83
3.0,3314.7797,6892.18395,2.82,1.2,68.49,53.76,17.55,75.01,92.21,120.44,69.39,82.15,74.12,57.35,1658907600.0,7.0,40.0,2.0,-2.17
2.0,3351.0017,6416.64673,1068.39,1085.71,1099.45,1146.26,1189.32,1204.62,1173.8,1150.98,1095.07,1039.11,943.12,877.82,1659603600.0,9.0,0.0,3.0,1266.74
4.0,3352.094,7366.14203,46.14,17.6,27.16,43.9,48.9,52.16,94.05,89.61,85.94,110.48,112.48,110.11,1659964200.0,13.0,10.0,0.0,64.29
4.0,3352.094,7366.14203,-0.3,-0.3,-0.31,-2.17,66.81,135.24,163.97,140.43,222.08,318.22,469.69,386.19,1658887200.0,2.0,0.0,2.0,-0.3
3.0,3314.7797,6892.18395,541.0,422.41,384.97,376.97,342.88,359.4,391.97,422.17,766.74,1076.1,658.22,358.3,1658651400.0,8.0,30.0,6.0,870.99
1.0,3349.8515,5939.23193,503.71,571.53,594.58,556.69,525.36,552.23,512.81,548.06,528.04,652.36,652.36,719.39,1659481800.0,23.0,10.0,1.0,482.89
5.0,3355.342,7841.20175,385.13,560.22,413.9,615.81,645.94,385.76,647.9,494.74,523.58,580.98,536.25,416.22,1658748600.0,11.0,30.0,0.0,546.75
5.0,3355.342,7841.20175,581.83,582.52,562.93,472.44,513.31,491.97,589.68,604.51,685.47,740.74,752.7,687.12,1659480000.0,22.0,40.0,1.0,486.21
5.0,3355.342,7841.20175,879.79,785.79,278.04,-0.3,-0.3,-0.3,213.5,603.04,860.27,563.59,749.07,617.08,1658940600.0,16.0,50.0,2.0,730.3
6.0,3329.4284,8340.79769,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.32,8.49,56.21,56.42,130.81,1659354600.0,11.0,50.0,0.0,-0.3
8.0,3360.2992,9265.21442,1519.42,1519.27,1519.55,1519.45,1519.64,1519.54,1519.6,1519.68,1519.85,1519.82,1519.86,1519.58,1658742000.0,9.0,40.0,0.0,1519.43
5.0,3355.342,7841.20175,-0.32,-0.49,10.9,53.29,48.12,130.79,270.31,224.45,274.21,280.2,91.05,114.62,1659351000.0,10.0,50.0,0.0,-0.3
6.0,3329.4284,8340.79769,-0.3,-0.3,12.51,48.63,84.83,133.66,241.71,392.4,491.74,659.0,674.82,852.64,1659341400.0,8.0,10.0,0.0,-0.3
7.0,3360.5473,8816.23834,111.92,128.97,29.48,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659879000.0,13.0,30.0,6.0,175.25
5.0,3355.342,7841.20175,968.19,916.7,810.31,947.11,1009.76,1144.25,1315.48,1427.83,1200.29,1124.23,1155.86,1149.77,1659660600.0,0.0,50.0,4.0,1000.01
6.0,3329.4284,8340.79769,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659285000.0,16.0,30.0,6.0,-0.3
4.0,3352.094,7366.14203,1472.52,1288.03,1507.59,1519.71,1519.56,1519.65,1088.05,1520.04,1519.48,1519.69,1519.68,1519.63,1658736600.0,8.0,10.0,0.0,1123.59
4.0,3352.094,7366.14203,315.94,400.29,376.46,326.71,388.34,266.36,248.41,232.35,275.13,253.64,288.36,280.44,1658680200.0,16.0,30.0,6.0,311.32
10.0,3361.2616,11171.77916,630.83,579.76,474.96,299.83,299.83,350.25,396.18,380.13,400.86,319.72,323.48,344.63,1659487200.0,0.0,40.0,2.0,670.1
5.0,3355.342,7841.20175,586.55,665.05,662.77,748.0,719.25,718.73,592.26,536.74,531.2,579.1,685.06,791.1,1659763200.0,5.0,20.0,5.0,510.59
10.0,3361.2616,11171.77916,115.67,108.11,123.0,112.29,107.93,70.96,98.59,167.33,251.28,251.03,242.72,216.26,1659960000.0,12.0,0.0,0.0,87.75
7.0,3360.5473,8816.23834,318.08,317.75,294.28,376.38,403.4,416.4,292.37,363.23,285.2,248.99,182.13,229.67,1659571200.0,0.0,0.0,3.0,263.28
10.0,3361.2616,11171.77916,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1658993400.0,7.0,30.0,3.0,-0.3
3.0,3314.7797,6892.18395,1298.11,1215.64,1056.02,1254.52,1345.53,1475.12,1489.09,1447.59,1457.28,1356.28,1178.05,1360.77,1658852400.0,16.0,20.0,1.0,766.64
5.0,3355.342,7841.20175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,24.26,36.25,63.77,1659972600.0,15.0,30.0,0.0,0.0
10.0,3361.2616,11171.77916,384.47,343.6,433.15,454.01,490.97,543.96,552.74,643.83,740.98,732.1,821.93,960.65,1658880000.0,0.0,0.0,2.0,446.62
9.0,3359.9419,10696.54549,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659002400.0,10.0,0.0,3.0,-0.3
2.0,3351.0017,6416.64673,1517.19,1516.36,1513.2,1515.08,1516.48,1515.41,1514.72,1505.83,1514.22,1516.46,1516.8,1514.04,1658835000.0,11.0,30.0,1.0,1516.99
2.0,3351.0017,6416.64673,402.47,371.08,392.01,192.53,180.35,212.78,243.04,224.47,224.71,280.49,188.16,274.67,1659567000.0,22.0,50.0,2.0,378.7
10.0,3361.2616,11171.77916,148.09,122.45,64.43,113.1,127.03,117.9,49.63,21.67,14.91,18.71,5.19,8.88,1659812400.0,19.0,0.0,5.0,173.72
