@RELATION ssl_data

@ATTRIBUTE turbid REAL
@ATTRIBUTE lat REAL
@ATTRIBUTE long REAL
@ATTRIBUTE patv_1 REAL
@ATTRIBUTE patv_2 REAL
@ATTRIBUTE patv_3 REAL
@ATTRIBUTE patv_4 REAL
@ATTRIBUTE patv_5 REAL
@ATTRIBUTE patv_6 REAL
@ATTRIBUTE patv_7 REAL
@ATTRIBUTE patv_8 REAL
@ATTRIBUTE patv_9 REAL
@ATTRIBUTE patv_10 REAL
@ATTRIBUTE patv_11 REAL
@ATTRIBUTE patv_12 REAL
@ATTRIBUTE date_ts REAL
@ATTRIBUTE hour REAL
@ATTRIBUTE minute REAL
@ATTRIBUTE dayofweek REAL
@ATTRIBUTE patv_target_1 REAL

@DATA
7.0,3360.5473,8816.23834,1346.0,1339.77,1476.73,1269.38,1018.31,1076.11,956.72,850.66,872.95,1282.92,1503.0,1462.45,1658501400.0,14.0,50.0,4.0,1390.08
5.0,3355.342,7841.20175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1658329800.0,15.0,10.0,2.0,0.0
3.0,3314.7797,6892.18395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1658334000.0,16.0,20.0,2.0,0.0
5.0,3355.342,7841.20175,1014.32,1059.6,1094.17,1042.49,984.9,662.53,694.43,994.07,1222.6,1063.97,901.3,793.18,1657947600.0,5.0,0.0,5.0,961.62
4.0,3352.094,7366.14203,1491.81,1500.68,1431.35,1519.62,1519.82,1519.09,1518.42,1519.64,1519.8,1519.97,1519.63,1492.19,1658709600.0,0.0,40.0,0.0,1080.49
1.0,3349.8515,5939.23193,1518.37,1517.32,1517.46,1518.14,1514.83,1513.61,1514.93,1514.76,1517.21,1518.09,1518.97,1518.0,1658809800.0,4.0,30.0,1.0,1516.45
4.0,3352.094,7366.14203,670.12,632.6,1026.33,1201.06,1036.49,896.47,828.95,841.07,797.43,833.17,639.28,557.12,1657944600.0,4.0,10.0,5.0,943.91
7.0,3360.5473,8816.23834,596.07,438.88,388.37,253.99,230.5,233.23,245.43,257.75,307.91,268.21,252.07,297.22,1659068400.0,4.0,20.0,4.0,846.03
4.0,3352.094,7366.14203,1407.25,1112.59,860.06,891.23,807.53,758.65,733.91,588.4,580.32,562.45,558.31,553.95,1658073600.0,16.0,0.0,6.0,1485.55
6.0,3329.4284,8340.79769,1518.91,1518.54,1518.73,1518.16,1518.13,1517.23,1518.22,1517.89,1517.78,1517.24,1517.61,1518.0,1658821800.0,7.0,50.0,1.0,1519.26
5.0,3355.342,7841.20175,1323.37,1310.16,1323.69,1358.37,1464.4,1503.88,1457.85,1482.68,1497.15,1370.7,854.6,746.81,1657846800.0,1.0,0.0,4.0,1266.83
8.0,3360.2992,9265.21442,176.65,11.75,51.21,52.2,37.37,60.83,99.16,121.41,147.51,243.1,217.69,273.32,1658598600.0,17.0,50.0,5.0,71.19
9.0,3359.9419,10696.54549,1189.37,919.78,758.17,968.07,1308.95,1421.42,1444.75,1425.1,1303.08,1184.45,1215.86,1125.52,1659091800.0,10.0,50.0,4.0,1364.55
9.0,3359.9419,10696.54549,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1658239200.0,14.0,0.0,1.0,-0.3
6.0,3329.4284,8340.79769,1196.5,1219.9,1219.83,1211.54,1235.37,1178.6,1214.97,1179.96,1206.29,1176.24,1189.23,1254.34,1658464800.0,4.0,40.0,4.0,1290.58
4.0,3352.094,7366.14203,1516.17,1503.01,1512.17,1519.75,1519.36,1426.58,1516.54,1514.09,1381.83,1474.67,1130.82,1394.89,1658109600.0,2.0,0.0,0.0,1517.01
5.0,3355.342,7841.20175,1083.39,982.87,453.26,433.37,1009.3,1206.75,1185.54,1196.46,1248.82,1272.58,1197.97,1185.36,1658452200.0,1.0,10.0,4.0,1064.43
5.0,3355.342,7841.20175,69.83,83.84,69.93,84.13,51.66,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1657797000.0,11.0,10.0,3.0,36.67
1.0,3349.8515,5939.23193,649.91,710.28,704.02,774.7,860.06,823.07,995.55,1145.15,1118.02,1106.18,1107.61,1039.31,1657933800.0,1.0,10.0,5.0,663.48
3.0,3314.7797,6892.18395,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1658250000.0,17.0,0.0,1.0,27.05
6.0,3329.4284,8340.79769,183.03,238.91,161.24,289.39,510.09,406.07,447.37,711.44,511.74,599.03,470.4,288.45,1658275800.0,0.0,10.0,2.0,268.1
4.0,3352.094,7366.14203,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659049800.0,23.0,10.0,3.0,-0.3
7.0,3360.5473,8816.23834,615.56,656.43,758.16,388.32,157.0,249.27,474.48,339.42,272.65,139.39,38.62,26.84,1658022600.0,1.0,50.0,6.0,650.48
3.0,3314.7797,6892.18395,1507.52,1477.07,1336.25,1259.76,1172.38,1095.81,986.34,1085.98,1321.36,1406.39,1318.32,1116.5,1658778600.0,19.0,50.0,0.0,1519.63
2.0,3351.0017,6416.64673,723.15,674.5,555.05,527.52,557.23,495.8,614.96,530.72,474.16,571.5,552.64,422.25,1657998000.0,19.0,0.0,5.0,776.03
7.0,3360.5473,8816.23834,75.26,117.23,11.61,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1658896800.0,4.0,40.0,2.0,151.86
1.0,3349.8515,5939.23193,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1657756800.0,0.0,0.0,3.0,-0.3
4.0,3352.094,7366.14203,714.59,865.0,963.64,900.25,886.64,765.11,774.16,643.22,526.12,413.27,388.82,386.06,1657917600.0,20.0,40.0,4.0,644.83
2.0,3351.0017,6416.64673,38.53,49.39,79.27,117.9,154.65,192.29,195.92,242.69,244.36,299.23,367.4,377.8,1658596200.0,17.0,10.0,5.0,-1.48
9.0,3359.9419,10696.54549,261.94,312.64,345.92,295.01,203.55,173.6,254.07,504.81,543.52,474.92,660.3,696.39,1658862000.0,19.0,0.0,1.0,416.24
5.0,3355.342,7841.20175,1248.82,1272.58,1197.97,1185.36,1188.65,1163.2,1232.88,1199.03,959.48,968.48,945.78,824.23,1658447400.0,23.0,50.0,3.0,1196.46
7.0,3360.5473,8816.23834,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1658355000.0,22.0,10.0,2.0,-0.3
1.0,3349.8515,5939.23193,246.58,273.4,198.26,324.23,415.05,369.36,234.48,128.92,158.12,123.53,15.16,-0.3,1659064200.0,3.0,10.0,4.0,250.7
3.0,3314.7797,6892.18395,1519.31,1519.35,1505.43,1497.72,1518.13,1519.64,1519.46,1519.83,1519.68,1519.66,1518.31,1515.95,1659138000.0,23.0,40.0,4.0,1511.25
3.0,3314.7797,6892.18395,1161.25,1150.86,1193.28,1189.64,1209.83,1186.5,1174.82,1225.53,1161.29,1169.86,1135.42,1144.24,1658478600.0,8.0,30.0,4.0,1228.88
1.0,3349.8515,5939.23193,285.32,260.15,244.59,216.5,171.38,205.68,192.98,179.62,174.57,4.22,-0.3,-0.3,1657821000.0,17.0,50.0,3.0,343.16
8.0,3360.2992,9265.21442,768.97,759.53,750.92,768.57,768.89,768.88,752.05,748.7,768.45,768.88,769.11,760.18,1657891800.0,13.0,30.0,4.0,768.74
10.0,3361.2616,11171.77916,598.35,334.41,-0.3,-0.3,-0.3,435.96,782.71,924.48,892.3,817.94,780.47,671.15,1658665200.0,12.0,20.0,6.0,476.2
7.0,3360.5473,8816.23834,1184.48,1164.96,1259.38,1237.13,1190.1,1198.35,1158.08,1178.47,1209.19,1246.12,1200.23,1165.76,1658461200.0,3.0,40.0,4.0,1249.62
5.0,3355.342,7841.20175,897.5,891.01,880.2,840.04,779.1,663.65,863.66,951.24,894.84,840.29,869.59,956.76,1659076800.0,6.0,40.0,4.0,865.04
1.0,3349.8515,5939.23193,1327.51,1302.59,1217.81,1243.08,1080.04,1040.65,948.63,930.1,886.55,892.04,934.52,914.73,1658393400.0,8.0,50.0,3.0,1327.33
6.0,3329.4284,8340.79769,1518.44,1518.33,1519.26,1518.91,1518.54,1518.73,1518.16,1518.13,1517.23,1518.22,1517.89,1517.78,1658823600.0,8.0,20.0,1.0,1518.16
5.0,3355.342,7841.20175,282.44,281.3,368.97,385.63,385.12,385.18,385.18,386.33,386.12,385.82,385.61,385.29,1658856600.0,17.0,30.0,1.0,246.96
2.0,3351.0017,6416.64673,252.19,224.37,365.89,451.77,380.59,335.92,311.97,227.84,346.05,340.54,277.37,143.31,1658550600.0,4.0,30.0,5.0,605.51
10.0,3361.2616,11171.77916,1517.86,1518.23,1516.9,1518.03,1518.19,1517.21,1518.09,1516.69,1517.5,1516.88,1516.66,1516.06,1658841000.0,13.0,10.0,1.0,1518.67
1.0,3349.8515,5939.23193,1329.73,1369.71,1471.69,1307.99,1321.02,1452.5,1393.41,1344.88,1380.06,1400.88,1412.81,1289.4,1658110200.0,2.0,10.0,0.0,1390.07
6.0,3329.4284,8340.79769,-0.3,-0.35,20.55,40.32,69.86,66.61,72.0,33.42,47.38,64.56,58.76,106.48,1658223600.0,9.0,40.0,1.0,-0.3
10.0,3361.2616,11171.77916,414.42,1015.82,1206.43,1247.66,1210.31,1197.83,1198.67,1226.89,1192.54,1175.55,1216.16,1254.94,1658450400.0,0.0,40.0,4.0,440.41
4.0,3352.094,7366.14203,-0.3,-0.3,-0.3,-0.32,-4.0,5.83,5.2,50.57,69.14,42.13,47.89,42.56,1658226000.0,10.0,20.0,1.0,-0.3
10.0,3361.2616,11171.77916,-0.3,-0.3,-0.3,-0.3,-0.3,69.66,259.65,451.5,284.82,270.15,312.55,397.89,1657974000.0,12.0,20.0,5.0,-0.3
10.0,3361.2616,11171.77916,1514.2,1497.95,1495.2,1482.45,1509.19,1459.11,1096.16,869.23,884.44,771.03,761.52,693.23,1658076600.0,16.0,50.0,6.0,1494.36
2.0,3351.0017,6416.64673,1519.55,1520.28,1519.6,1519.61,1519.5,1519.64,1519.72,1519.44,1519.95,1517.04,1519.93,1506.94,1658725800.0,5.0,10.0,0.0,1519.82
1.0,3349.8515,5939.23193,1220.41,1190.62,1180.95,928.53,831.32,732.64,582.73,438.05,585.71,912.24,1135.89,946.83,1658699400.0,21.0,50.0,6.0,1152.41
1.0,3349.8515,5939.23193,1088.92,1079.34,1394.89,1398.1,1198.73,1427.5,1081.09,1206.12,1237.31,1074.99,1223.05,731.52,1658659200.0,10.0,40.0,6.0,1458.71
7.0,3360.5473,8816.23834,1520.05,1519.93,1519.68,1519.72,1519.98,1468.72,1434.19,1517.1,1519.82,1516.18,1461.65,1461.78,1658134800.0,9.0,0.0,0.0,1519.76
1.0,3349.8515,5939.23193,795.05,549.66,552.15,534.54,427.25,464.82,588.79,657.02,715.77,305.72,224.32,302.87,1658556000.0,6.0,0.0,5.0,729.21
7.0,3360.5473,8816.23834,1519.53,1519.39,1519.74,1519.13,1519.65,1519.67,1519.73,1519.88,1519.58,1519.73,1519.54,1519.61,1658740800.0,9.0,20.0,0.0,1519.62
4.0,3352.094,7366.14203,788.7,735.0,593.99,634.7,607.83,555.58,668.82,557.83,589.7,488.71,431.85,531.9,1657999200.0,19.0,20.0,5.0,606.14
5.0,3355.342,7841.20175,902.96,804.53,846.32,781.49,633.87,503.66,664.23,1061.26,1227.93,913.3,812.37,868.61,1658404800.0,12.0,0.0,3.0,942.71
2.0,3351.0017,6416.64673,626.02,682.77,623.66,663.81,709.3,953.73,729.51,512.01,-0.3,-0.3,-0.3,-0.3,1658581200.0,13.0,0.0,5.0,466.89
3.0,3314.7797,6892.18395,470.32,537.6,451.16,491.62,418.0,285.28,277.45,247.51,223.81,751.93,829.8,1124.43,1658271600.0,23.0,0.0,1.0,419.58
5.0,3355.342,7841.20175,397.28,381.22,385.56,449.29,380.65,490.78,396.58,416.35,385.79,386.32,385.34,385.25,1658589600.0,15.0,20.0,5.0,379.53
4.0,3352.094,7366.14203,1488.67,1509.6,1504.07,1513.24,1485.81,1479.22,1501.63,1485.55,1407.25,1112.59,860.06,891.23,1658078400.0,17.0,20.0,6.0,1474.39
1.0,3349.8515,5939.23193,615.37,634.67,675.27,711.45,747.45,712.29,697.84,516.75,501.0,449.88,378.57,360.99,1657979400.0,13.0,50.0,5.0,628.72
4.0,3352.094,7366.14203,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.32,-4.0,5.83,1658229600.0,11.0,20.0,1.0,-0.3
8.0,3360.2992,9265.21442,1259.33,1252.6,1180.69,1216.85,1256.96,1213.01,1168.68,1128.24,1074.59,1051.89,1075.37,949.21,1658458200.0,2.0,50.0,4.0,1193.89
9.0,3359.9419,10696.54549,326.35,316.42,276.63,213.6,222.75,263.84,421.51,475.59,515.14,513.4,302.93,273.05,1658679000.0,16.0,10.0,6.0,323.99
4.0,3352.094,7366.14203,855.45,885.38,738.09,583.12,412.04,415.93,459.24,425.7,498.82,417.92,466.4,519.94,1658564400.0,8.0,20.0,5.0,853.01
5.0,3355.342,7841.20175,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,32.06,300.81,440.88,179.85,136.57,177.67,1657974600.0,12.0,30.0,5.0,-0.3
1.0,3349.8515,5939.23193,1128.98,994.66,1037.24,1258.22,1347.78,1330.4,1386.31,1345.21,1255.29,1119.35,1103.62,1155.95,1659090600.0,10.0,30.0,4.0,1173.4
9.0,3359.9419,10696.54549,1519.03,1519.29,1458.11,1287.1,1244.1,1209.45,1226.26,1242.29,1241.32,1200.19,1193.4,1184.8,1658469600.0,6.0,0.0,4.0,1510.84
9.0,3359.9419,10696.54549,62.01,26.15,46.64,43.74,19.58,39.1,35.75,43.31,67.81,-0.3,-0.3,-0.3,1658918400.0,10.0,40.0,2.0,61.37
6.0,3329.4284,8340.79769,1341.33,1125.01,1043.3,1057.34,1008.28,1086.5,1102.64,1358.91,1519.62,1518.7,1519.65,1519.68,1658752200.0,12.0,30.0,0.0,1519.4
2.0,3351.0017,6416.64673,1519.95,1519.15,1519.36,1520.06,1519.5,1519.32,1518.69,1296.05,1508.62,1519.48,1519.6,1519.1,1658121000.0,5.0,10.0,0.0,1519.7
7.0,3360.5473,8816.23834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1658326200.0,14.0,10.0,2.0,0.0
2.0,3351.0017,6416.64673,1014.71,1000.38,1028.52,1259.62,1294.74,1178.23,1037.32,408.23,481.99,704.57,757.03,544.34,1658047200.0,8.0,40.0,6.0,971.26
7.0,3360.5473,8816.23834,1265.16,1209.25,1257.02,1166.31,960.8,941.0,907.61,926.71,857.63,854.91,819.76,713.72,1659114000.0,17.0,0.0,4.0,1247.62
2.0,3351.0017,6416.64673,149.34,213.96,146.66,113.04,108.18,97.26,147.92,321.85,609.09,784.18,788.97,753.39,1657971000.0,11.0,30.0,5.0,-0.3
3.0,3314.7797,6892.18395,-0.3,-0.3,-0.3,166.22,17.09,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,55.31,1658930400.0,14.0,0.0,2.0,3.25
9.0,3359.9419,10696.54549,0.0,0.0,0.0,0.0,0.0,-0.3,-0.3,-0.3,116.92,3.7,42.38,72.38,1658318400.0,12.0,0.0,2.0,0.0
3.0,3314.7797,6892.18395,893.49,984.34,1010.44,1096.49,894.74,821.47,880.22,909.09,937.6,957.35,934.51,921.97,1659081000.0,7.0,50.0,4.0,1012.07
3.0,3314.7797,6892.18395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1658350200.0,20.0,50.0,2.0,0.0
6.0,3329.4284,8340.79769,50.82,13.63,148.99,246.41,277.44,201.68,266.88,-0.3,-0.3,-0.3,-0.3,-0.3,1658901600.0,6.0,0.0,2.0,30.43
1.0,3349.8515,5939.23193,1097.63,1171.9,1198.22,1263.01,1516.09,1509.12,1518.09,1516.6,1284.45,1254.63,1275.86,1230.43,1658472000.0,6.0,40.0,4.0,1125.1
9.0,3359.9419,10696.54549,1191.42,1108.85,1097.97,1117.97,1161.69,1094.06,1048.82,994.78,898.05,850.29,848.39,774.34,1659114000.0,17.0,0.0,4.0,1202.18
2.0,3351.0017,6416.64673,623.06,612.43,661.57,707.05,561.41,512.76,435.46,361.9,314.93,360.97,292.06,261.01,1657827600.0,19.0,40.0,3.0,690.5
6.0,3329.4284,8340.79769,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659018000.0,14.0,20.0,3.0,-0.3
1.0,3349.8515,5939.23193,518.04,481.24,390.14,440.6,380.01,216.75,125.21,55.08,33.28,26.46,101.71,116.06,1658631000.0,2.0,50.0,6.0,473.75
8.0,3360.2992,9265.21442,1519.52,1519.7,1519.93,1519.63,1519.61,1519.83,1519.84,1519.9,1519.53,1519.01,1519.16,1519.12,1658785800.0,21.0,50.0,0.0,1519.69
10.0,3361.2616,11171.77916,680.95,589.49,509.92,480.17,445.23,551.51,603.84,561.1,505.55,498.37,560.35,566.75,1657939200.0,2.0,40.0,5.0,610.56
1.0,3349.8515,5939.23193,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1657772400.0,4.0,20.0,3.0,-0.3
8.0,3360.2992,9265.21442,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1658233800.0,12.0,30.0,1.0,-0.3
7.0,3360.5473,8816.23834,240.68,261.21,219.2,134.85,94.03,107.76,81.5,96.16,128.98,-0.3,-0.3,-0.3,1658607000.0,20.0,10.0,5.0,314.79
3.0,3314.7797,6892.18395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1658324400.0,13.0,40.0,2.0,0.0
7.0,3360.5473,8816.23834,606.1,739.35,726.38,637.34,614.63,539.2,540.34,645.09,524.3,343.14,320.88,305.99,1658686200.0,18.0,10.0,6.0,550.25
3.0,3314.7797,6892.18395,124.52,-0.08,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659058200.0,1.0,30.0,4.0,150.25
8.0,3360.2992,9265.21442,418.02,413.96,409.09,466.28,410.71,253.97,334.18,345.24,279.2,222.55,169.93,202.45,1658865000.0,19.0,50.0,1.0,497.17
4.0,3352.094,7366.14203,1329.45,1315.17,1350.89,1507.58,1507.66,1511.38,1518.19,1324.37,1312.96,1387.97,1324.21,1323.25,1658769600.0,17.0,20.0,0.0,1363.02
8.0,3360.2992,9265.21442,326.02,500.25,548.28,412.57,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1658161800.0,16.0,30.0,0.0,220.37
4.0,3352.094,7366.14203,454.83,452.88,381.39,360.44,364.71,369.11,351.1,399.87,439.9,446.78,416.56,381.48,1657991400.0,17.0,10.0,5.0,491.43
8.0,3360.2992,9265.21442,413.96,409.09,466.28,410.71,253.97,334.18,345.24,279.2,222.55,169.93,202.45,398.07,1658864400.0,19.0,40.0,1.0,418.02
4.0,3352.094,7366.14203,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1657786800.0,8.0,20.0,3.0,-0.3
3.0,3314.7797,6892.18395,1518.76,1451.92,1442.97,1487.2,1466.25,1519.34,1519.36,1519.66,1519.66,1512.52,1473.93,1492.17,1658083800.0,18.0,50.0,6.0,1520.02
5.0,3355.342,7841.20175,264.3,249.31,248.64,246.96,282.44,281.3,368.97,385.63,385.12,385.18,385.18,386.33,1658859000.0,18.0,10.0,1.0,326.77
8.0,3360.2992,9265.21442,1520.06,1519.58,1519.67,1519.78,1519.93,1519.44,1519.87,1519.91,1519.45,1519.78,1519.49,1519.53,1658126400.0,6.0,40.0,0.0,1519.46
9.0,3359.9419,10696.54549,1519.83,1519.7,1519.88,1519.8,1519.58,1519.68,1519.69,1519.79,1519.61,1519.81,1519.75,1519.76,1658738400.0,8.0,40.0,0.0,1519.5
7.0,3360.5473,8816.23834,133.15,108.45,119.78,205.96,148.79,116.19,43.18,-0.32,-0.3,-0.3,-0.3,-0.32,1658210400.0,6.0,0.0,1.0,221.31
4.0,3352.094,7366.14203,934.8,989.83,945.43,937.25,912.87,946.1,997.42,1055.58,1055.04,1041.25,943.91,670.12,1657951200.0,6.0,0.0,5.0,907.06
1.0,3349.8515,5939.23193,-0.3,-0.3,-0.3,-0.3,-0.32,1.58,22.89,27.16,13.12,30.54,65.15,44.06,1658224800.0,10.0,0.0,1.0,-0.3
2.0,3351.0017,6416.64673,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659009600.0,12.0,0.0,3.0,-0.3
8.0,3360.2992,9265.21442,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1658646000.0,7.0,0.0,6.0,100.22
5.0,3355.342,7841.20175,1519.63,1519.45,1519.62,1519.58,1519.89,1519.61,1519.51,1519.65,1519.02,1519.69,1520.04,1518.19,1659133800.0,22.0,30.0,4.0,1519.78
9.0,3359.9419,10696.54549,894.01,1143.2,1185.11,1104.0,1046.26,932.74,873.72,797.06,793.08,796.68,730.53,593.07,1657833000.0,21.0,10.0,3.0,836.29
4.0,3352.094,7366.14203,1516.47,1516.07,1516.44,1517.36,1517.62,1516.65,1516.89,1515.43,1517.34,1303.87,1230.82,1142.65,1658830200.0,10.0,10.0,1.0,1516.77
10.0,3361.2616,11171.77916,947.15,1182.49,1310.66,1420.37,1456.9,1480.95,1461.49,1458.25,1470.91,1447.22,1460.24,1427.81,1657890600.0,13.0,10.0,4.0,916.36
5.0,3355.342,7841.20175,448.3,408.4,473.01,392.68,501.14,385.6,506.72,443.81,447.68,478.07,455.59,466.04,1658573400.0,10.0,50.0,5.0,509.1
7.0,3360.5473,8816.23834,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1659027600.0,17.0,0.0,3.0,-0.3
3.0,3314.7797,6892.18395,491.48,495.26,456.89,377.59,365.82,317.51,266.97,284.57,262.95,294.0,357.59,417.88,1658861400.0,18.0,50.0,1.0,464.6
