@RELATION ssl_data

@ATTRIBUTE turbid REAL
@ATTRIBUTE lat REAL
@ATTRIBUTE long REAL
@ATTRIBUTE patv_1 REAL
@ATTRIBUTE patv_2 REAL
@ATTRIBUTE patv_3 REAL
@ATTRIBUTE patv_4 REAL
@ATTRIBUTE patv_5 REAL
@ATTRIBUTE patv_6 REAL
@ATTRIBUTE patv_7 REAL
@ATTRIBUTE patv_8 REAL
@ATTRIBUTE patv_9 REAL
@ATTRIBUTE patv_10 REAL
@ATTRIBUTE patv_11 REAL
@ATTRIBUTE patv_12 REAL
@ATTRIBUTE date_ts REAL
@ATTRIBUTE hour REAL
@ATTRIBUTE minute REAL
@ATTRIBUTE dayofweek REAL
@ATTRIBUTE patv_target_1 REAL

@DATA
1.0,3349.8515,5939.23193,244.85,217.02,183.77,32.33,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1647554400.0,22.0,0.0,3.0,347.81
7.0,3360.5473,8816.23834,384.61,338.73,344.35,362.32,321.6,326.31,373.12,371.48,414.57,401.79,380.77,308.3,1647252600.0,10.0,10.0,0.0,331.7
8.0,3360.2992,9265.21442,176.93,187.68,177.66,400.4,323.51,341.97,312.52,374.09,408.53,357.41,446.03,386.53,1647094200.0,14.0,10.0,5.0,316.27
3.0,3314.7797,6892.18395,919.84,1027.07,730.82,1041.0,971.6,772.04,614.11,614.12,573.92,565.47,494.66,478.18,1646956800.0,0.0,0.0,4.0,736.42
3.0,3314.7797,6892.18395,438.8,427.01,486.22,503.99,656.97,719.97,800.1,485.05,318.05,123.41,219.26,211.2,1647397200.0,2.0,20.0,2.0,460.92
1.0,3349.8515,5939.23193,776.44,823.27,852.28,845.89,920.0,976.14,966.57,871.63,897.98,857.75,903.7,862.31,1647781800.0,13.0,10.0,6.0,604.92
8.0,3360.2992,9265.21442,221.46,173.41,195.81,167.06,104.94,82.69,111.54,212.63,116.92,0.9,21.31,52.93,1647462000.0,20.0,20.0,2.0,271.82
5.0,3355.342,7841.20175,-2.62,49.01,61.13,182.79,16.54,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1647195000.0,18.0,10.0,6.0,-0.31
2.0,3351.0017,6416.64673,474.17,277.16,158.38,202.23,164.26,271.23,30.66,211.7,374.83,347.27,346.25,192.87,1647871200.0,14.0,0.0,0.0,238.32
7.0,3360.5473,8816.23834,918.64,816.79,892.7,896.94,900.09,940.16,999.64,982.18,964.4,1009.64,893.52,667.1,1647489600.0,4.0,0.0,3.0,790.13
8.0,3360.2992,9265.21442,-0.3,-0.3,-0.3,-0.3,-0.3,2.3,62.46,96.65,146.82,131.36,87.6,85.97,1647598800.0,10.0,20.0,4.0,-0.3
10.0,3361.2616,11171.77916,1415.68,1415.1,1334.83,1191.6,1173.34,1075.26,970.41,890.06,809.95,750.09,769.33,767.86,1647495600.0,5.0,40.0,3.0,1280.45
9.0,3359.9419,10696.54549,-0.3,-0.3,-0.3,-1.64,32.8,24.45,38.47,88.12,155.35,168.83,170.8,226.81,1647549000.0,20.0,30.0,3.0,-0.3
6.0,3329.4284,8340.79769,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1646820600.0,10.0,10.0,2.0,-0.3
9.0,3359.9419,10696.54549,600.22,600.22,600.22,600.22,600.22,600.22,600.22,600.22,600.22,600.22,600.22,600.22,1646626200.0,4.0,10.0,0.0,600.22
7.0,3360.5473,8816.23834,703.44,730.38,649.54,734.61,811.79,844.89,839.09,642.13,637.76,698.09,692.72,760.3,1647733800.0,23.0,50.0,5.0,497.32
6.0,3329.4284,8340.79769,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1646986200.0,8.0,10.0,4.0,-0.3
8.0,3360.2992,9265.21442,-0.3,-0.3,-0.3,12.56,55.96,61.93,84.99,116.21,109.65,79.09,70.15,117.85,1647121200.0,21.0,40.0,5.0,-0.3
5.0,3355.342,7841.20175,-0.3,15.31,141.59,282.49,231.86,67.76,327.24,177.82,460.21,390.13,486.3,785.11,1647684600.0,10.0,10.0,5.0,-0.3
6.0,3329.4284,8340.79769,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1646950800.0,22.0,20.0,3.0,-0.3
5.0,3355.342,7841.20175,715.5,639.88,718.79,719.01,797.41,867.12,1008.41,941.92,926.68,655.14,609.56,421.16,1647729600.0,22.0,40.0,5.0,810.29
10.0,3361.2616,11171.77916,180.71,199.29,191.48,209.2,278.73,214.04,269.44,379.53,426.37,339.11,30.1,-0.3,1647166800.0,10.0,20.0,6.0,146.28
1.0,3349.8515,5939.23193,561.95,561.95,561.95,561.95,561.95,561.95,561.95,561.95,561.95,561.95,561.95,561.95,1646692200.0,22.0,30.0,0.0,561.95
9.0,3359.9419,10696.54549,288.16,103.39,126.24,39.21,0.56,55.64,141.05,129.49,458.69,160.84,150.06,158.71,1647882000.0,17.0,0.0,0.0,207.99
4.0,3352.094,7366.14203,310.64,310.64,160.11,75.57,120.92,220.63,88.46,176.36,178.4,-0.3,-0.3,-0.3,1647130200.0,0.0,10.0,6.0,337.78
2.0,3351.0017,6416.64673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1646988600.0,8.0,50.0,4.0,0.0
6.0,3329.4284,8340.79769,46.64,28.09,88.84,175.51,178.64,201.47,254.54,363.06,476.31,550.56,874.48,879.1,1647420600.0,8.0,50.0,2.0,14.31
9.0,3359.9419,10696.54549,6.9,84.23,110.98,95.63,163.42,102.5,-0.3,-0.3,-1.6,34.53,77.59,253.49,1647634800.0,20.0,20.0,4.0,-2.0
6.0,3329.4284,8340.79769,390.15,357.98,354.75,130.11,188.66,311.4,370.68,202.27,489.61,8.45,100.81,181.12,1646581800.0,15.0,50.0,6.0,409.91
1.0,3349.8515,5939.23193,846.53,803.52,642.52,617.81,443.57,209.81,246.96,180.19,299.94,465.28,496.06,575.15,1647725400.0,21.0,30.0,5.0,894.55
9.0,3359.9419,10696.54549,543.06,599.46,329.52,186.55,54.37,53.48,65.55,596.85,401.52,212.66,336.3,307.83,1646583000.0,16.0,10.0,6.0,249.94
6.0,3329.4284,8340.79769,673.42,735.12,883.57,448.22,284.12,78.51,205.34,110.2,115.8,113.46,122.89,530.88,1647395400.0,1.0,50.0,2.0,492.12
9.0,3359.9419,10696.54549,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,11.64,42.63,49.39,1647003600.0,13.0,0.0,4.0,-0.3
7.0,3360.5473,8816.23834,949.8,948.23,732.29,642.56,820.82,830.73,954.15,1238.28,1106.9,845.92,871.48,716.21,1647309000.0,1.0,50.0,1.0,1015.58
3.0,3314.7797,6892.18395,673.04,610.32,461.15,337.74,118.71,136.65,44.3,-0.3,-0.3,-0.3,-0.3,-0.3,1647202200.0,20.0,10.0,6.0,721.72
6.0,3329.4284,8340.79769,1448.65,1397.76,1296.35,1278.41,1294.55,1048.2,935.64,827.83,884.4,975.54,945.92,1234.98,1647332400.0,8.0,20.0,1.0,1340.06
2.0,3351.0017,6416.64673,23.37,52.74,68.12,84.06,13.1,-0.3,-0.3,-0.3,-0.3,-0.3,-2.31,111.86,1646776800.0,22.0,0.0,1.0,-0.3
10.0,3361.2616,11171.77916,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,34.83,41.44,125.84,132.3,166.46,183.47,1647549600.0,20.0,40.0,3.0,-0.3
7.0,3360.5473,8816.23834,512.26,15.95,56.45,41.07,42.21,55.43,104.29,94.49,115.18,87.82,-0.01,-0.01,1647637200.0,21.0,0.0,4.0,595.66
5.0,3355.342,7841.20175,327.87,387.3,199.48,480.21,377.04,426.96,542.36,476.19,579.55,588.81,722.4,710.22,1647090600.0,13.0,10.0,5.0,379.35
9.0,3359.9419,10696.54549,227.38,263.42,327.53,266.96,344.57,151.14,171.19,65.71,271.74,265.36,386.45,303.51,1646599200.0,20.0,40.0,6.0,307.61
2.0,3351.0017,6416.64673,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1647693000.0,12.0,30.0,5.0,-0.3
4.0,3352.094,7366.14203,4.1,-0.31,26.01,120.84,316.07,334.38,252.08,115.94,65.82,87.55,395.78,176.6,1647019200.0,17.0,20.0,4.0,6.06
2.0,3351.0017,6416.64673,177.74,180.49,236.24,330.93,415.74,265.35,130.41,282.36,514.86,478.0,735.48,1182.82,1647142800.0,3.0,40.0,6.0,158.57
7.0,3360.5473,8816.23834,264.64,196.13,130.51,650.71,790.34,771.05,603.16,572.28,1024.0,1500.11,1150.03,248.06,1647711600.0,17.0,40.0,5.0,35.63
6.0,3329.4284,8340.79769,-0.3,11.24,7.6,-0.3,-0.3,-0.3,-0.3,-0.3,-1.39,42.89,120.7,147.67,1647267600.0,14.0,20.0,0.0,-0.3
1.0,3349.8515,5939.23193,345.22,436.77,297.72,185.93,403.32,426.13,348.64,714.43,721.1,559.02,341.5,220.79,1646597400.0,20.0,10.0,6.0,560.72
8.0,3360.2992,9265.21442,790.64,970.33,1080.9,1109.51,1046.03,924.15,835.07,761.47,1009.48,1311.56,1321.58,1242.81,1647243000.0,7.0,30.0,0.0,701.91
4.0,3352.094,7366.14203,192.07,244.51,386.27,513.87,618.87,598.13,639.56,642.58,683.45,602.15,495.42,472.54,1647854400.0,9.0,20.0,0.0,139.55
10.0,3361.2616,11171.77916,1315.1,1256.92,1158.68,1070.53,1069.43,1060.27,945.84,876.16,793.96,867.65,753.55,606.5,1647213000.0,23.0,10.0,6.0,993.02
6.0,3329.4284,8340.79769,919.45,848.54,1171.29,1171.11,1236.74,1299.95,1263.62,1163.36,1092.07,1037.31,1056.41,1099.12,1647355800.0,14.0,50.0,1.0,1111.8
8.0,3360.2992,9265.21442,308.3,308.3,308.3,308.3,308.3,308.3,308.3,308.3,308.3,308.3,308.3,308.3,1646651400.0,11.0,10.0,0.0,308.3
8.0,3360.2992,9265.21442,585.88,658.18,670.53,645.03,612.23,598.2,532.33,600.65,622.53,577.29,590.09,673.83,1646536800.0,3.0,20.0,6.0,474.82
5.0,3355.342,7841.20175,909.67,1041.73,1037.64,873.57,932.69,958.23,754.47,521.6,895.33,1150.67,1156.82,1217.0,1647487200.0,3.0,20.0,3.0,986.4
10.0,3361.2616,11171.77916,573.32,454.75,653.54,467.17,780.16,795.02,358.72,-0.3,-3.47,74.68,26.45,94.79,1646782800.0,23.0,40.0,1.0,622.02
4.0,3352.094,7366.14203,1040.13,1164.39,1150.71,1112.41,1014.85,1121.25,727.71,554.97,430.54,383.56,413.59,376.75,1647481800.0,1.0,50.0,3.0,1019.08
7.0,3360.5473,8816.23834,44.68,104.51,40.11,33.38,98.09,85.31,22.86,-0.3,-0.3,-0.3,-0.3,-0.3,1647008400.0,14.0,20.0,4.0,111.53
6.0,3329.4284,8340.79769,420.73,425.23,430.64,365.3,376.27,441.18,486.21,478.62,588.77,667.65,675.4,692.78,1646541600.0,4.0,40.0,6.0,556.12
3.0,3314.7797,6892.18395,311.13,465.08,548.42,105.44,1.78,153.43,218.55,80.72,434.08,224.72,230.26,282.87,1647624600.0,17.0,30.0,4.0,157.57
7.0,3360.5473,8816.23834,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1647611400.0,13.0,50.0,4.0,-0.3
7.0,3360.5473,8816.23834,1260.78,1368.52,1366.06,1404.31,1361.16,1313.32,1348.85,1219.8,823.77,665.41,1240.14,935.43,1647513600.0,10.0,40.0,3.0,1209.48
1.0,3349.8515,5939.23193,561.95,561.95,561.95,561.95,561.95,561.95,561.95,561.95,561.95,561.95,561.95,561.95,1646676000.0,18.0,0.0,0.0,561.95
9.0,3359.9419,10696.54549,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,9.28,1647667800.0,5.0,30.0,5.0,-0.3
4.0,3352.094,7366.14203,364.06,364.06,364.06,364.06,364.06,364.06,364.06,364.06,364.06,364.06,364.06,364.06,1646684400.0,20.0,20.0,0.0,364.06
5.0,3355.342,7841.20175,87.52,42.79,-3.02,50.69,55.5,11.8,65.22,497.41,239.13,53.25,73.3,466.88,1647632400.0,19.0,40.0,4.0,91.85
5.0,3355.342,7841.20175,626.72,647.53,573.45,639.2,680.54,581.09,660.77,752.95,629.99,519.63,671.63,761.39,1646534400.0,2.0,40.0,6.0,692.08
9.0,3359.9419,10696.54549,296.03,-3.45,62.38,28.5,-0.3,32.7,264.77,224.03,176.74,126.15,342.07,145.33,1647098400.0,15.0,20.0,5.0,90.59
3.0,3314.7797,6892.18395,-0.3,82.43,124.89,4.01,-0.3,21.26,87.67,71.91,370.35,236.71,328.76,74.49,1647632400.0,19.0,40.0,4.0,-0.3
3.0,3314.7797,6892.18395,147.09,155.17,170.06,179.28,189.13,166.93,269.7,243.66,296.08,142.51,207.39,243.62,1646859000.0,20.0,50.0,2.0,117.13
1.0,3349.8515,5939.23193,469.18,439.01,276.97,92.8,143.25,79.87,117.83,191.59,197.47,255.23,296.0,105.02,1647038400.0,22.0,40.0,4.0,453.64
4.0,3352.094,7366.14203,61.99,43.25,33.4,39.43,38.3,36.52,37.0,58.01,123.65,141.7,47.37,26.57,1646988000.0,8.0,40.0,4.0,40.32
9.0,3359.9419,10696.54549,377.82,247.87,170.57,139.69,257.35,311.68,364.19,469.95,568.56,587.75,570.92,606.96,1647070800.0,7.0,40.0,5.0,456.67
7.0,3360.5473,8816.23834,103.53,154.01,57.93,80.39,326.81,159.22,267.4,175.59,356.11,350.3,269.01,304.29,1647097200.0,15.0,0.0,5.0,55.19
5.0,3355.342,7841.20175,609.39,609.39,609.39,609.39,609.39,609.39,609.39,609.39,609.39,609.39,609.39,609.39,1646652000.0,11.0,20.0,0.0,609.39
7.0,3360.5473,8816.23834,934.89,943.31,1072.99,1048.55,1161.32,1017.3,1048.26,1051.16,1036.44,959.96,923.78,996.07,1647375600.0,20.0,20.0,1.0,841.36
9.0,3359.9419,10696.54549,1151.1,977.73,979.87,890.97,948.99,784.74,1073.99,1239.42,1038.52,929.19,852.35,561.3,1647309000.0,1.0,50.0,1.0,1015.93
7.0,3360.5473,8816.23834,207.25,217.8,253.12,899.83,655.06,765.89,1156.28,1508.3,1227.93,771.64,971.37,958.01,1646893200.0,6.0,20.0,3.0,325.37
8.0,3360.2992,9265.21442,216.23,248.32,287.29,142.15,48.78,14.65,40.21,78.84,567.25,389.37,264.18,229.66,1646902200.0,8.0,50.0,3.0,244.22
7.0,3360.5473,8816.23834,64.3,112.96,83.81,123.64,184.69,85.98,100.19,113.02,53.55,-0.3,-0.3,-0.3,1647115200.0,20.0,0.0,5.0,85.3
7.0,3360.5473,8816.23834,1106.9,845.92,871.48,716.21,516.24,276.35,452.87,712.36,954.1,979.55,976.69,1076.95,1647304200.0,0.0,30.0,1.0,1238.28
3.0,3314.7797,6892.18395,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1646978400.0,6.0,0.0,4.0,-0.3
2.0,3351.0017,6416.64673,629.32,680.52,677.42,711.06,577.51,513.74,490.74,423.61,379.51,321.36,442.24,512.25,1647851400.0,8.0,30.0,0.0,653.92
8.0,3360.2992,9265.21442,116.09,57.28,150.15,298.02,89.23,249.07,505.33,391.65,114.63,134.35,174.09,177.86,1647870000.0,13.0,40.0,0.0,582.28
1.0,3349.8515,5939.23193,254.53,370.66,152.8,262.77,165.67,118.92,206.45,106.52,94.33,75.44,-0.3,-0.3,1646855400.0,19.0,50.0,2.0,194.22
1.0,3349.8515,5939.23193,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1647695400.0,13.0,10.0,5.0,-0.3
8.0,3360.2992,9265.21442,474.82,585.88,658.18,670.53,645.03,612.23,598.2,532.33,600.65,622.53,577.29,590.09,1646537400.0,3.0,30.0,6.0,486.65
8.0,3360.2992,9265.21442,42.37,53.56,136.13,100.37,57.32,44.77,28.55,51.95,83.14,90.85,106.09,52.8,1646984400.0,7.0,40.0,4.0,49.69
4.0,3352.094,7366.14203,738.89,664.91,560.31,643.14,713.14,806.46,855.69,962.28,899.15,911.06,606.46,540.13,1647730200.0,22.0,50.0,5.0,788.3
1.0,3349.8515,5939.23193,0.0,0.0,-2.86,55.52,191.27,45.22,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1647196800.0,18.0,40.0,6.0,0.0
1.0,3349.8515,5939.23193,1549.32,1549.51,1549.29,1549.43,1550.42,1550.57,1525.54,1390.76,1046.73,381.55,195.75,44.26,1646883000.0,3.0,30.0,3.0,1550.14
9.0,3359.9419,10696.54549,157.51,192.0,205.71,223.13,280.47,244.35,166.17,182.9,437.49,421.63,605.7,777.58,1647142800.0,3.0,40.0,6.0,15.27
5.0,3355.342,7841.20175,230.74,416.43,466.41,259.5,133.93,244.48,159.25,163.4,190.66,150.11,98.74,143.5,1647867000.0,12.0,50.0,0.0,107.54
8.0,3360.2992,9265.21442,308.3,308.3,308.3,308.3,308.3,308.3,308.3,308.3,308.3,308.3,308.3,308.3,1646734800.0,10.0,20.0,1.0,308.3
10.0,3361.2616,11171.77916,386.83,307.97,330.97,338.58,330.27,311.05,376.24,287.44,375.85,346.99,269.74,363.74,1646916000.0,12.0,40.0,3.0,476.13
1.0,3349.8515,5939.23193,604.05,646.76,897.99,913.37,882.21,742.31,722.55,671.29,560.63,499.86,554.64,518.9,1647825600.0,1.0,20.0,0.0,701.96
5.0,3355.342,7841.20175,-0.32,-1.19,57.57,97.69,233.79,326.0,734.81,360.52,7.8,37.27,30.24,45.4,1647641400.0,22.0,10.0,4.0,-0.3
10.0,3361.2616,11171.77916,316.79,346.48,339.94,340.8,368.32,409.91,370.78,321.33,258.33,316.21,238.1,343.3,1647251400.0,9.0,50.0,0.0,343.79
3.0,3314.7797,6892.18395,183.13,183.13,183.13,183.13,183.13,183.13,183.13,183.13,183.13,183.13,183.13,183.13,1646715600.0,5.0,0.0,1.0,183.13
1.0,3349.8515,5939.23193,415.01,562.74,661.32,628.99,671.13,680.25,706.4,605.27,518.32,495.93,452.76,392.69,1647853200.0,9.0,0.0,0.0,292.15
3.0,3314.7797,6892.18395,52.22,84.32,142.74,98.25,90.54,206.11,362.21,402.02,298.82,98.61,104.11,86.15,1647660000.0,3.0,20.0,5.0,13.64
6.0,3329.4284,8340.79769,644.78,665.38,396.06,303.53,303.07,452.47,579.36,200.92,38.36,-0.3,-0.3,-3.83,1647647400.0,23.0,50.0,4.0,450.23
7.0,3360.5473,8816.23834,0.0,0.0,-0.17,48.04,134.99,225.27,322.06,186.57,171.64,145.83,229.22,244.68,1646810400.0,7.0,20.0,2.0,0.0
9.0,3359.9419,10696.54549,434.26,309.48,256.59,285.19,296.15,411.04,216.24,143.57,180.71,209.8,389.07,376.9,1647411600.0,6.0,20.0,2.0,589.39
9.0,3359.9419,10696.54549,50.42,56.11,62.02,141.94,95.91,55.57,64.81,58.25,66.01,101.87,108.58,120.21,1646985000.0,7.0,50.0,4.0,62.64
5.0,3355.342,7841.20175,193.63,368.15,462.42,414.38,564.07,342.75,241.01,296.29,209.25,545.56,276.78,84.55,1646594400.0,19.0,20.0,6.0,297.79
8.0,3360.2992,9265.21442,922.94,970.73,798.09,604.14,669.42,749.93,693.58,607.2,822.15,925.11,879.1,930.0,1647235200.0,5.0,20.0,0.0,1012.87
